Body,Sentiment
could not get pass this to pay my bill...a Big issue for me,negative
"The App Sucks, constantly asking to sign in, then you get in and try and do something, it makes you sign in again. I cannot do anything in the app except sign in. AT&T Blows!!!!",negative
It is a pain to set up and use.,negative
doesn't work half the time,negative
"yup after the latest update, u cant see your account...nothing works",negative
Always have issues logging in,negative
this App is horrible!!!!!,negative
crashes with error message,negative
New update doesn't work! I cannot manage my account through the App any more. Please AT&T change it back.,negative
I agree with Suzie. You can not access the view bill data at all. I've reloaded several times. Only way to view my bill is at home and to pay from home. Please fix the issue.,negative
"I agree with another person who wrote a recent review. The new update to the app DOES NOT allow access to my account!!! :( I can no longer use it to see my usage, bill details, or pay my bill!! PLEASE fix it!!!",negative
this is misery...just watching the page try to load fir 10 minutes to no avail. smh,negative
This new update is the pits. Can't get to my account anymore.,negative
"Since the new update, I cannot ""manage"" my account since it wont allow a screen to come up for me to log into. Every time I touch the manage account nothing happens. Basically the app is useless for me.",negative
you suck,negative
